nama,harga,category,gambar,link_product,product_type,color_and_material,size
SOCKERBIT,249000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/626/0662632_PE712055_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/626/0662633_PE712054_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/sockerbit-art-10411534,kotak penyimpanan dengan penutup, putih, 50x77x19 cm
HULTARP,149000,"{' Papan dan pengatur dinding ', ' Pengaturan dan penyimpanan ', ' Papan dan penata dinding', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/412/0941222_PE795397_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/412/0941234_PE795390_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/papan-dan-pengatur-dinding/hultarp-art-00444455,wadah, hitam, 14x16 cm
LUSTIGKURRE,199000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/546/0954643_PE803412_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/222/0922247_PE788098_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/lustigkurre-art-10457409,keranjang, alami eceng gondok/mendong, 32x33x32 cm
SOCKERBIT,449000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/407/1140758_PE880670_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/728/0472879_PE614303_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/sockerbit-art-20522089,kotak penyimpanan dengan penutup, putih, 38x76x30 cm
DRAGAN,179000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/827/1282761_PE932302_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/827/1282762_PE932303_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/dragan-art-20222608,aksesori kamar mandi, bambu, set isi 4
KUGGIS,399000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/130/0713059_PE729163_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/153/0815384_PE772899_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/kuggis-spr-69561201,kotak dengan penutup, putih, 37x54x21 cm
SKUBB,79900,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Aksesoris pengaturan ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/096/0909638_PE561927_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/111/0711138_PE728006_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/aksesoris-pengaturan/skubb-art-90185594,kotak dengan kompartemen, putih, 44x34x11 cm
PAPPIS,19900,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/109/0710998_PE727873_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/755/0675574_PH143993_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/pappis-art-30188656,kotak dengan penutup, cokelat, 25x34x26 cm
DRÖNJÖNS,99900,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Aksesoris pengaturan ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/738/0773826_PE756537_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/699/0669940_PE715479_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/aksesoris-pengaturan/dronjons-art-40428825,tempat surat, putih,
SKUBB,79900,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Aksesoris pengaturan ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/801/0580166_PE670083_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/734/0573438_PE667776_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/aksesoris-pengaturan/skubb-art-50472969,kotak dengan kompartemen, abu-abu tua, 44x34x11 cm
SAMLA,99000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/110/0711009_PE727890_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/894/0489422_PE623616_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/samla-art-70180941,kotak, transparan, 56x39x28 cm/45 l
SOCKERBIT,99900,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/728/0472873_PE614289_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/111/0711181_PE728050_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/sockerbit-art-50316064,kotak dengan penutup, putih, 38x25x15 cm
SKÅDIS,40000,"{' Papan dan pengatur dinding ', ' Pengaturan dan penyimpanan ', ' Papan dan penata dinding', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/086/0908687_PE641318_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/105/0710511_PE727606_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/papan-dan-pengatur-dinding/skadis-art-30335619,pengait, putih,
KLÄMMEMACKA,299000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Aksesoris pengaturan ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/703/0670340_PE715467_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/703/0670343_PE715470_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/aksesoris-pengaturan/klammemacka-art-30428821,tempat surat, alami papan lapis,
TJILLEVIPS,179000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/137/0813730_PE772491_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/893/0789302_PE763929_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/tjillevips-art-60439521,keranjang, goni, 30x30x35 cm
KUGGIS,399000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/216/1121613_PE874292_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/289/1028999_PE835612_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/kuggis-spr-39561245,kotak dengan penutup, hitam transparan, 37x54x21 cm
SKÅDIS,179000,"{' Papan dan pengatur dinding ', ' Pengaturan dan penyimpanan ', ' Papan dan penata dinding', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/106/0710686_PE727712_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/408/1240805_PE919471_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/papan-dan-pengatur-dinding/skadis-art-00347176,papan berlubang, kayu, 36x56 cm
SVENSÅS,219000,"{' Papan dan pengatur dinding ', ' Pengaturan dan penyimpanan ', ' Papan dan penata dinding', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/488/0748893_PE745315_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/488/0748890_PE745314_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/papan-dan-pengatur-dinding/svensas-art-10440367,papan memo, hitam, 40x60 cm
SUNNERSTA,293700,"{' Papan dan pengatur dinding ', ' Pengaturan dan penyimpanan ', ' Papan dan penata dinding', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/226/0922670_PE788217_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/328/0832834_PE777840_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/papan-dan-pengatur-dinding/sunnersta-spr-19338431,set pengatur dapur, tanpa lubang/rak/pengering piring/pengait,
UPPDATERA,39900,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/150/1215004_PE911802_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/150/1215002_PE911804_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/uppdatera-art-00546468,kotak, putih, 24x17 cm
KUNGSFORS,79900,"{' Papan dan pengatur dinding ', ' Pengaturan dan penyimpanan ', ' Papan dan penata dinding', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/125/0712553_PE728909_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/694/0869483_PE672180_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/papan-dan-pengatur-dinding/kungsfors-art-70334934,rel, baja tahan karat, 56 cm
SVENSÅS,199000,"{' Papan dan pengatur dinding ', ' Pengaturan dan penyimpanan ', ' Papan dan penata dinding', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/992/0799203_PE767594_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/992/0799205_PE767595_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/papan-dan-pengatur-dinding/svensas-art-40458704,papan berlubang dengan huruf, abu-abu tua, 30x40 cm
SOCKERBIT,49900,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/103/0910335_PE625947_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/111/0711183_PE728052_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/sockerbit-art-70316181,kotak, putih, 19x26x15 cm
KUGGIS,139000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/483/1248396_PE923080_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/874/1287474_PE933912_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/kuggis-art-70565302,kotak, abu-abu muda, 26x35x15 cm
SKÅDIS,25000,"{' Papan dan pengatur dinding ', ' Pengaturan dan penyimpanan ', ' Papan dan penata dinding', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/480/1048031_PE843569_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/790/1179093_PE895855_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/papan-dan-pengatur-dinding/skadis-art-10519884,pengait, putih, 19 mm
SAMLA,59900,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/105/0910589_PE672101_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/110/0711022_PE727903_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/samla-art-90180940,kotak, transparan, 39x28x28 cm/22 l
UPPSNOFSAD,17900,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/568/0956856_PE804847_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/568/0956865_PE804846_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/uppsnofsad-spr-19393106,kotak penyimpanan dengan penutup, hitam, 25x17x12 cm/3.5 l
SÄTTING,99900,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Aksesoris pengaturan ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/484/1148491_PE883761_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/455/1145556_PE882706_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/aksesoris-pengaturan/satting-art-30534628,kotak pengatur kabel dengan penutup,,
RISATORP,149000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/110/0711025_PE727906_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/995/0399542_PH125873_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/risatorp-art-70281619,keranjang, putih, 25x26x18 cm
KUGGIS,239000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Aksesoris pengaturan ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/746/1074637_PE856240_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/746/1074639_PE856242_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/aksesoris-pengaturan/kuggis-art-80515335,file majalah, putih,
PALLRA,299000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Aksesoris pengaturan ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/943/0994382_PE822800_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/943/0994379_PE822798_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/aksesoris-pengaturan/pallra-art-90468164,lemari mini dengan 3 laci, hitam, 33x26 cm
TJENA,99900,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/155/0815554_PE772971_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/127/0812710_PE772101_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/tjena-art-60469301,kotak penyimpanan dengan penutup, putih, 32x35x32 cm
BEKVÄM,59900,"{' Papan dan pengatur dinding ', ' Pengaturan dan penyimpanan ', ' Papan dan penata dinding', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/803/0980364_PE814905_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/932/0993240_PE814904_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/papan-dan-pengatur-dinding/bekvam-art-00487176,rak bumbu, aspen,
DRAGAN,299000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/170/0317068_PE516777_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/844/1284420_PE932845_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/dragan-art-30281857,kotak set isi 3, bambu, 23x17x14 cm
SAMLA,279000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/111/0711155_PE728023_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/633/1363323_PE955454_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/samla-art-10180944,kotak, transparan, 78x56x43 cm/130 l
SKÅDIS,40000,"{' Papan dan pengatur dinding ', ' Pengaturan dan penyimpanan ', ' Papan dan penata dinding', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/791/1179100_PE895860_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/455/1045506_PE842645_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/papan-dan-pengatur-dinding/skadis-art-60519886,rak dengan pengait, putih,
SOCKERBIT,249000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/102/0910261_PE624921_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/118/0711812_PE728491_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/sockerbit-spr-29207571,kotak beroda dgn tutup, putih, 38x51x37 cm
YUPPIENALLE,9900,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Aksesoris pengaturan ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/262/1026230_PE834395_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/207/1020769_PE831987_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/aksesoris-pengaturan/yuppienalle-art-60503885,tempat untuk handphone, abu-abu,
DRÖNA,59900,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/494/1249492_PE923367_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/130/0713065_PE729169_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/drona-art-10219282,kotak, hitam, 33x38x33 cm
HULTARP,99900,"{' Papan dan pengatur dinding ', ' Pengaturan dan penyimpanan ', ' Papan dan penata dinding', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/418/0941870_PE795789_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/414/0941454_PE795466_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/papan-dan-pengatur-dinding/hultarp-art-60448771,rel, hitam, 60 cm
PANSARTAX,249000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/208/1220867_PE913566_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/190/1119007_PE873358_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/pansartax-art-20515022,kotak penyimpanan dengan penutup, transparan abu-abu biru, 33x33x33 cm
SAMLA,159000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/111/0711136_PE728025_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/894/0489424_PE623614_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/samla-art-30180943,kotak, transparan, 78x56x18 cm/55 l
HÖSSLA,19900,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Aksesoris pengaturan ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/290/1029068_PE835652_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/290/1029067_PE835651_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/aksesoris-pengaturan/hossla-art-10512670,penahan buku, putih,
TOLKNING,179000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Aksesoris pengaturan ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/986/1098692_PE865485_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/003/1100350_PE866142_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/aksesoris-pengaturan/tolkning-art-40523224,keranjang gantung, goni,
SKÅDIS,50000,"{' Papan dan pengatur dinding ', ' Pengaturan dan penyimpanan ', ' Papan dan penata dinding', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/161/1216192_PE912346_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/161/1216153_PE912327_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/papan-dan-pengatur-dinding/skadis-art-60569923,klip, hitam,
SKÅDIS,50000,"{' Papan dan pengatur dinding ', ' Pengaturan dan penyimpanan ', ' Papan dan penata dinding', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/188/1218891_PE913248_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/161/1216159_PE912333_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/papan-dan-pengatur-dinding/skadis-art-40569938,pengait, hitam,
TJOG,99900,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Aksesoris pengaturan ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/214/1021495_PE832331_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/214/1021497_PE832333_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/aksesoris-pengaturan/tjog-art-10503958,pengatur meja kerja, abu-abu tua, 34x16 cm
UPPDATERA,39900,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/149/1214980_PE911799_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/149/1214981_PE911798_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/uppdatera-art-90504058,kotak, merah muda terang, 24x17 cm
KUGGIS,199000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/216/1121623_PE874298_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/289/1028996_PE835610_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/kuggis-spr-49561202,kotak dengan penutup, hitam transparan, 26x35x15 cm
TJENA,49900,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Aksesoris pengaturan ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/115/0711567_PE728329_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/104/0910489_PE664298_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/aksesoris-pengaturan/tjena-art-90395417,file majalah, putih,
VÄXTHUS,479000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/000/1200099_PE904838_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/001/1200102_PE904840_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/vaxthus-art-70551140,keranjang, kayu poplar/buatan tangan, 50x27 cm
GJÄTTA,199000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/919/1191956_PE900774_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/919/1191961_PE900775_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/gjatta-art-10570448,kotak penyimpanan dengan penutup, beludru biru tua, 25x35x20 cm
SAMLA,49900,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/104/0910428_PE625945_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/110/0711010_PE727891_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/samla-art-10180939,kotak, transparan, 39x28x14 cm/11 l
KUNGSFORS,29900,"{' Papan dan pengatur dinding ', ' Pengaturan dan penyimpanan ', ' Papan dan penata dinding', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/941/1294129_PH196040_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/126/0712627_PE728943_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/papan-dan-pengatur-dinding/kungsfors-art-70334929,pengait bentuk S, baja tahan karat,
